sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_phone,sample_contact_laboratory,sample_contact_department,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_series_id,sample_data_row_count,big_key,strain,surface_markers,tissue,genome_build,supplementary_files_format_and_content,biosample,sra
chopp11_mhc-ii_signaled_cd4+cd8int_thymocytes_replicate_3,,,,,,,Chopp11: MHC-II signaled CD4+CD8int thymocytes replicate 3,GSM4486841,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), SMART-seq Ultra Low Input RNA kit (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.66.3, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools, Read counts with HTSeq",GPL21493,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4486841,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486841/suppl/GSM4486841_IIsigInt_rep3.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486841/suppl/GSM4486841_LC11_htseq.tab.gz,"GSE148973, GSE148981",0,SRX8143969,"Chimeric mice:Thpok-GFP Runx3-RFP reporter donor, b2m deficient recipient",CD44low CD69+ ThpokGFP- Runx3RFP- CD8aint CD4+,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646758,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143969
chopp12_mhc-i_signaled_cd4+cd8int_thymocytes_replicate_1,,,,,,,Chopp12: MHC-I signaled CD4+CD8int thymocytes replicate 1,GSM4486842,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), SMART-seq Ultra Low Input RNA kit (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.66.3, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools, Read counts with HTSeq",GPL21493,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4486842,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486842/suppl/GSM4486842_IsigInt_rep1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486842/suppl/GSM4486842_LC12_htseq.tab.gz,"GSE148973, GSE148981",0,SRX8143970,"Chimeric mice:Thpok-GFP Runx3-RFP reporter donor, I-AB deficient recipient",CD44low CD69+ ThpokGFP- Runx3RFP- CD8aint CD4+,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646757,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143970
chopp13_mhc-i_signaled_cd4+cd8int_thymocytes_replicate_2,,,,,,,Chopp13: MHC-I signaled CD4+CD8int thymocytes replicate 2,GSM4486843,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), SMART-seq Ultra Low Input RNA kit (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.66.3, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools, Read counts with HTSeq",GPL21493,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4486843,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486843/suppl/GSM4486843_IsigInt_rep2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486843/suppl/GSM4486843_LC13_htseq.tab.gz,"GSE148973, GSE148981",0,SRX8143971,"Chimeric mice:Thpok-GFP Runx3-RFP reporter donor, I-AB deficient recipient",CD44low CD69+ ThpokGFP- Runx3RFP- CD8aint CD4+,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646756,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143971
chopp14_immature_cd4sp_thymocytes_replicate_1,,,,,,,Chopp14: Immature CD4SP thymocytes replicate 1,GSM4486844,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), SMART-seq Ultra Low Input RNA kit (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.66.3, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools, Read counts with HTSeq",GPL21493,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4486844,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486844/suppl/GSM4486844_ImmatureCD4SP_rep1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486844/suppl/GSM4486844_LC14_htseq.tab.gz,"GSE148973, GSE148981",0,SRX8143972,"Chimeric mice:Thpok-GFP Runx3-RFP reporter donor, b2m deficient recipient",CD44low MHC-I-low CD8alow CD69+ ThpokGFP+ CD4+,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646755,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143972
chopp15_immature_cd4sp_thymocytes_replicate_2,,,,,,,Chopp15: Immature CD4SP thymocytes replicate 2,GSM4486845,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), SMART-seq Ultra Low Input RNA kit (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.66.3, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools, Read counts with HTSeq",GPL21493,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4486845,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486845/suppl/GSM4486845_ImmatureCD4SP_rep2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486845/suppl/GSM4486845_LC15_htseq.tab.gz,"GSE148973, GSE148981",0,SRX8143973,"Chimeric mice:Thpok-GFP Runx3-RFP reporter donor, b2m deficient recipient",CD44low MHC-I-low CD8alow CD69+ ThpokGFP+ CD4+,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646754,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143973
chopp16_immature_cd4sp_thymocytes_replicate_3,,,,,,,Chopp16: Immature CD4SP thymocytes replicate 3,GSM4486846,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), SMART-seq Ultra Low Input RNA kit (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.66.3, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools, Read counts with HTSeq",GPL21493,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4486846,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486846/suppl/GSM4486846_ImmatureCD4SP_rep3.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486846/suppl/GSM4486846_LC16_3_htseq.tab.gz,"GSE148973, GSE148981",0,SRX8143974,"Chimeric mice:Thpok-GFP Runx3-RFP reporter donor, b2m deficient recipient",CD44low MHC-I-low CD8alow CD69+ ThpokGFP+ CD4+,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646753,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143974
chopp17_semi-mature_cd4sp_thymocytes_replicate_1,,,,,,,Chopp17: Semi-Mature CD4SP thymocytes replicate 1,GSM4486847,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), SMART-seq Ultra Low Input RNA kit (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.66.3, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools, Read counts with HTSeq",GPL21493,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4486847,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486847/suppl/GSM4486847_LC17_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486847/suppl/GSM4486847_SemiMatCD4SP_rep1.bw,"GSE148973, GSE148981",0,SRX8143975,"Chimeric mice:Thpok-GFP Runx3-RFP reporter donor, b2m deficient recipient",CD44low MHC-I-+ CD8alow CD69+ ThpokGFP+ CD4+,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646752,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143975
chopp18_semi-mature_cd4sp_thymocytes_replicate_2,,,,,,,Chopp18: Semi-Mature CD4SP thymocytes replicate 2,GSM4486848,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), SMART-seq Ultra Low Input RNA kit (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.66.3, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools, Read counts with HTSeq",GPL21493,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4486848,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486848/suppl/GSM4486848_LC18_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486848/suppl/GSM4486848_SemiMatCD4SP_rep2.bw,"GSE148973, GSE148981",0,SRX8143976,"Chimeric mice:Thpok-GFP Runx3-RFP reporter donor, b2m deficient recipient",CD44low MHC-I+ CD8alow CD69+ ThpokGFP+ CD4+,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646751,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143976
chopp19_semi-mature_cd4sp_thymocytes_replicate_3,,,,,,,Chopp19: Semi-Mature CD4SP thymocytes replicate 3,GSM4486849,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), SMART-seq Ultra Low Input RNA kit (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.66.3, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools, Read counts with HTSeq",GPL21493,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4486849,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486849/suppl/GSM4486849_LC19_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486849/suppl/GSM4486849_SemiMatCD4SP_rep3.bw,"GSE148973, GSE148981",0,SRX8143977,"Chimeric mice:Thpok-GFP Runx3-RFP reporter donor, b2m deficient recipient",CD44low MHC-I+ CD8alow CD69+ ThpokGFP+ CD4+,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646750,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143977
chopp20_mature_cd4sp_thymocytes_replicate_1,,,,,,,Chopp20: Mature CD4SP thymocytes replicate 1,GSM4486850,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), SMART-seq Ultra Low Input RNA kit (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.66.3, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools, Read counts with HTSeq",GPL21493,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4486850,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486850/suppl/GSM4486850_LC20_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486850/suppl/GSM4486850_MatureCD4SP_rep1.bw,"GSE148973, GSE148981",0,SRX8143978,"Chimeric mice:Thpok-GFP Runx3-RFP reporter donor, C57BL/6 recipient",CD44low MHC-I+ CD8alow CD69- ThpokGFP+ CD4+,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646749,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143978
chopp21_mature_cd4sp_thymocytes_replicate_2,,,,,,,Chopp21: Mature CD4SP thymocytes replicate 2,GSM4486851,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), SMART-seq Ultra Low Input RNA kit (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.66.3, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools, Read counts with HTSeq",GPL21493,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4486851,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486851/suppl/GSM4486851_LC21_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486851/suppl/GSM4486851_MatureCD4SP_rep2.bw,"GSE148973, GSE148981",0,SRX8143979,"Chimeric mice:Thpok-GFP Runx3-RFP reporter donor, C57BL/6 recipient",CD44low MHC-I+ CD8alow CD69- ThpokGFP+ CD4+,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646748,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143979
chopp22_mature_cd4sp_thymocytes_replicate_3,,,,,,,Chopp22: Mature CD4SP thymocytes replicate 3,GSM4486852,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), SMART-seq Ultra Low Input RNA kit (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.66.3, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools, Read counts with HTSeq",GPL21493,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4486852,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486852/suppl/GSM4486852_LC22_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486852/suppl/GSM4486852_MatureCD4SP_rep3.bw,"GSE148973, GSE148981",0,SRX8143980,"Chimeric mice:Thpok-GFP Runx3-RFP reporter donor, C57BL/6 recipient",CD44low MHC-I+ CD8alow CD69- ThpokGFP+ CD4+,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646747,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143980
chopp23_immature_cd8sp_thymocytes_replicate_1,,,,,,,Chopp23: Immature CD8SP thymocytes replicate 1,GSM4486853,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), SMART-seq Ultra Low Input RNA kit (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.66.3, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools, Read counts with HTSeq",GPL21493,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4486853,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486853/suppl/GSM4486853_ImmatureCD8SP_rep1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486853/suppl/GSM4486853_LC23_htseq.tab.gz,"GSE148973, GSE148981",0,SRX8143981,"Chimeric mice:Thpok-GFP Runx3-RFP reporter donor, I-AB deficient recipient",CD44low CD4low CD69+ Runx3RFP+ CD8a+,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646746,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143981
chopp24_immature_cd8sp_thymocytes_replicate_2,,,,,,,Chopp24: Immature CD8SP thymocytes replicate 2,GSM4486854,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), SMART-seq Ultra Low Input RNA kit (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.66.3, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools, Read counts with HTSeq",GPL21493,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4486854,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486854/suppl/GSM4486854_ImmatureCD8SP_rep2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486854/suppl/GSM4486854_LC24_htseq.tab.gz,"GSE148973, GSE148981",0,SRX8143982,"Chimeric mice:Thpok-GFP Runx3-RFP reporter donor, I-AB deficient recipient",CD44low CD4low CD69+ Runx3RFP+ CD8a+,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646745,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143982
chopp25_immature_cd8sp_thymocytes_replicate_3,,,,,,,Chopp25: Immature CD8SP thymocytes replicate 3,GSM4486855,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), SMART-seq Ultra Low Input RNA kit (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.66.3, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools, Read counts with HTSeq",GPL21493,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4486855,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486855/suppl/GSM4486855_ImmatureCD8SP_rep3.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486855/suppl/GSM4486855_LC27_htseq.tab.gz,"GSE148973, GSE148981",0,SRX8143983,"Chimeric mice:Thpok-GFP Runx3-RFP reporter donor, I-AB deficient recipient",CD44low CD4low CD69+ Runx3RFP+ CD8a+,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646744,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143983
chopp26_mature_cd8sp_thymocytes_replicate_1,,,,,,,Chopp26: Mature CD8SP thymocytes replicate 1,GSM4486856,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), SMART-seq Ultra Low Input RNA kit (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.66.3, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools, Read counts with HTSeq",GPL21493,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4486856,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486856/suppl/GSM4486856_LC26_2_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486856/suppl/GSM4486856_MatCD8SP_rep1.bw,"GSE148973, GSE148981",0,SRX8143984,"Chimeric mice:Thpok-GFP Runx3-RFP reporter donor, C57BL/6 recipient",CD44low CD4low CD69- Runx3RFP+ CD8a+,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646742,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143984
chopp27_mature_cd8sp_thymocytes_replicate_2,,,,,,,Chopp27: Mature CD8SP thymocytes replicate 2,GSM4486857,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), SMART-seq Ultra Low Input RNA kit (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.66.3, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools, Read counts with HTSeq",GPL21493,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4486857,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486857/suppl/GSM4486857_LC28_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486857/suppl/GSM4486857_MatCD8SP_rep2.bw,"GSE148973, GSE148981",0,SRX8143985,"Chimeric mice:Thpok-GFP Runx3-RFP reporter donor, C57BL/6 recipient",CD44low CD4low CD69- Runx3RFP+ CD8a+,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646761,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143985
