Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,download_path,Experiment,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,Tumor,CenterName,Submission,Consent,RunHash,ReadHash,sample_name
SRR5356106,2018-04-29 10:58:24,2017-03-17 16:41:04,412916,62763232,412916,152,24,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356106.sralite.1,SRX2652331,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057523,SAMN06615086,simple,9606,Homo sapiens,GSM2543039,no,GEO,SRA546847,public,1E88FD30CB1711433EFFC72C63739241,6E5FBEBAE912C29D38C6788E97A302DD,
SRR5356107,2018-04-29 10:58:24,2017-03-17 16:41:07,469216,71320832,469216,152,27,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356107.sralite.1,SRX2652332,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057525,SAMN06614933,simple,9606,Homo sapiens,GSM2543040,no,GEO,SRA546847,public,98090354073C5056309448B0CD11632B,28C40AF5AF558E01F7AABDD4C9BEACB4,
SRR5356108,2018-04-29 10:58:24,2017-03-17 16:41:08,330141,50181432,330141,152,19,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356108.sralite.1,SRX2652333,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057527,SAMN06614932,simple,9606,Homo sapiens,GSM2543041,no,GEO,SRA546847,public,30C00A7FDD219D5555BA09D6DF515DDF,AEAF7B14DE8AD2DB703B3AF8FD62B4BD,
SRR5356109,2018-04-29 10:58:24,2017-03-17 16:41:05,191020,29035040,191020,152,11,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356109.sralite.1,SRX2652334,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057528,SAMN06614931,simple,9606,Homo sapiens,GSM2543042,no,GEO,SRA546847,public,448630C48353D0F9BF1AE90C363C1CC4,744DFE8A75377A06FC39A8E84AA8D869,
SRR5356110,2018-04-29 10:58:24,2017-03-17 16:41:03,73293,11140536,73293,152,4,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356110.sralite.1,SRX2652335,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057526,SAMN06614930,simple,9606,Homo sapiens,GSM2543043,no,GEO,SRA546847,public,413B436393DD0E5AD6FE63F53E97B487,C49E69CC802995C94A2AF81B955E2841,
SRR5356111,2018-04-29 10:58:24,2017-03-17 16:41:20,536043,81478536,536043,152,31,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356111.sralite.1,SRX2652336,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057524,SAMN06614929,simple,9606,Homo sapiens,GSM2543044,no,GEO,SRA546847,public,5BA3FD0AC24D41BC8C78BA10D389696D,61A6ACA227FAF8485C00C0E2DFE69BB5,
SRR5356112,2018-04-29 10:58:24,2017-03-17 16:41:15,593042,90142384,593042,152,35,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356112.sralite.1,SRX2652337,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057529,SAMN06614928,simple,9606,Homo sapiens,GSM2543045,no,GEO,SRA546847,public,15BA98A48C1CB4A1D08ED9CBC8F01F7D,AD9EA3EC71AC7CB09DC9535FC4E37E7C,
SRR5356113,2018-04-29 10:58:24,2017-03-17 16:41:08,384808,58490816,384808,152,22,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356113.sralite.1,SRX2652338,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057531,SAMN06614927,simple,9606,Homo sapiens,GSM2543046,no,GEO,SRA546847,public,A165931AAFAF8EBF12B0685A8EEE938D,38D49555D3D998660FE19ECD3220859D,
SRR5356114,2018-04-29 10:58:24,2017-03-17 16:41:09,440543,66962536,440543,152,25,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356114.sralite.1,SRX2652339,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057530,SAMN06614926,simple,9606,Homo sapiens,GSM2543047,no,GEO,SRA546847,public,45B3B12A1785459A35E67318177E3C06,E30D95F41F4920F25358669BFDAB80D3,
SRR5356115,2018-04-29 10:58:24,2017-03-17 16:41:23,48009,7297368,48009,152,2,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356115.sralite.1,SRX2652340,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057533,SAMN06615014,simple,9606,Homo sapiens,GSM2543048,no,GEO,SRA546847,public,42A35B94324EAD6AB73742837570C536,337044BBAFC764A6EE3A8F3EE51E314B,
SRR5356116,2018-04-29 10:58:24,2017-03-17 16:41:21,262391,39883432,262391,152,15,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356116.sralite.1,SRX2652341,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057532,SAMN06615013,simple,9606,Homo sapiens,GSM2543049,no,GEO,SRA546847,public,7E7EF2481147D9DC6B115673417903DC,6193C674A63025191DD27E75756FBD4D,
SRR5356117,2018-04-29 10:58:24,2017-03-17 16:41:16,396407,60253864,396407,152,23,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356117.sralite.1,SRX2652342,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057534,SAMN06615012,simple,9606,Homo sapiens,GSM2543050,no,GEO,SRA546847,public,B5D900E06D7286D86648AB16E42C43D7,9804D3147BEF5A96D2E28DA00E379AC5,
SRR5356118,2018-04-29 10:58:24,2017-03-17 16:41:18,431755,65626760,431755,152,25,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356118.sralite.1,SRX2652343,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057535,SAMN06615011,simple,9606,Homo sapiens,GSM2543051,no,GEO,SRA546847,public,ABF2B214B42E58A1005C63DDA74E0B87,B5CAF4D8994DCCCEECF0BF0C8F75662D,
SRR5356119,2018-04-29 10:58:24,2017-03-17 16:41:15,383290,58260080,383290,152,22,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356119.sralite.1,SRX2652344,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057537,SAMN06615010,simple,9606,Homo sapiens,GSM2543052,no,GEO,SRA546847,public,24551FDE14200DCC26F5407EC9B81FB6,524EDBDCEAD534A3E86E3CAF87290A16,
SRR5356120,2018-04-29 10:58:24,2017-03-17 16:41:23,702483,106777416,702483,152,40,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356120.sralite.1,SRX2652345,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057536,SAMN06615009,simple,9606,Homo sapiens,GSM2543053,no,GEO,SRA546847,public,78CF3671D5BB02A4BF401AADCB9279AB,FFBACD4952C753143BE9B59197E6AFE9,
SRR5356121,2018-04-29 10:58:24,2017-03-17 16:41:22,619923,94228296,619923,152,35,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356121.sralite.1,SRX2652346,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057538,SAMN06615008,simple,9606,Homo sapiens,GSM2543054,no,GEO,SRA546847,public,98A3107A64A8DA5206F11991F34D0B8C,A598999410877F3CC09D7FAA60F03C2F,
SRR5356122,2018-04-29 10:58:24,2017-03-17 16:41:26,601927,91492904,601927,152,35,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356122.sralite.1,SRX2652347,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057542,SAMN06615007,simple,9606,Homo sapiens,GSM2543055,no,GEO,SRA546847,public,F01D84767A0E09DEA19D992135D8A18C,0D3EA54BF4DE4BC42591B753E26E00AD,
SRR5356123,2018-04-29 10:58:24,2017-03-17 16:41:26,667925,101524600,667925,152,38,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356123.sralite.1,SRX2652348,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057543,SAMN06615006,simple,9606,Homo sapiens,GSM2543056,no,GEO,SRA546847,public,79035A8756C24C93D5BABE3355869384,6F428C41B1BB0D8A1C77E89FDE185538,
SRR5356124,2018-04-29 10:58:24,2017-03-17 16:41:25,532158,80888016,532158,152,30,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356124.sralite.1,SRX2652349,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057539,SAMN06615005,simple,9606,Homo sapiens,GSM2543057,no,GEO,SRA546847,public,ABC8442901C96FA1DC904A58462D070C,80C6AB24233F897046F5FC855681C7E5,
SRR5356125,2018-04-29 10:58:24,2017-03-17 16:41:04,1840,279680,1840,152,0,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356125.sralite.1,SRX2652350,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057540,SAMN06615004,simple,9606,Homo sapiens,GSM2543058,no,GEO,SRA546847,public,55E3AFC87E926F8F2A97BC273609728B,49790B4A07DDE355596E0C8A8A6AED63,
SRR5356126,2018-04-29 10:58:24,2017-03-17 16:41:21,381021,57915192,381021,152,22,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356126.sralite.1,SRX2652351,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057544,SAMN06615003,simple,9606,Homo sapiens,GSM2543059,no,GEO,SRA546847,public,0E76D769F2378AE8F2E8F9292F6F8FDE,F1B8A94ECAEB81BCC0C6436C9342CD95,
SRR5356127,2018-04-29 10:58:24,2017-03-17 16:41:23,382013,58065976,382013,152,22,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356127.sralite.1,SRX2652352,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057541,SAMN06615002,simple,9606,Homo sapiens,GSM2543060,no,GEO,SRA546847,public,12F448549A4116B95E42B40B293349D2,E74B91A49973A512237BF07F7AA9C16A,
SRR5356128,2018-04-29 10:58:24,2017-03-17 16:41:26,456316,69360032,456316,152,26,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356128.sralite.1,SRX2652353,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057545,SAMN06615001,simple,9606,Homo sapiens,GSM2543061,no,GEO,SRA546847,public,DCFF93CDD1513CE88F5E631461D9F821,8767E99F91E7332F9B66E61815F2EE33,
SRR5356129,2018-04-29 10:58:24,2017-03-17 16:41:22,209440,31834880,209440,152,12,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356129.sralite.1,SRX2652354,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057546,SAMN06615000,simple,9606,Homo sapiens,GSM2543062,no,GEO,SRA546847,public,E76B91A0D7B5B4DAB575F540389EEB65,D15E41B6C35494DBB0007327C8E8A8CE,
SRR5356130,2018-04-29 10:58:24,2017-03-17 16:41:25,405928,61701056,405928,152,23,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356130.sralite.1,SRX2652355,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057547,SAMN06614999,simple,9606,Homo sapiens,GSM2543063,no,GEO,SRA546847,public,80442D62D89AE22E840082718DAECC2C,0C133D7B4B4D7FB00F4628D3A48550E1,
SRR5356131,2018-04-29 10:58:24,2017-03-17 16:41:32,644721,97997592,644721,152,37,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356131.sralite.1,SRX2652356,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057549,SAMN06614998,simple,9606,Homo sapiens,GSM2543064,no,GEO,SRA546847,public,9E5F9699A585CD37B68DE96EE80363EC,56342859AA8D587CE57BB019A36A811F,
SRR5356132,2018-04-29 10:58:24,2017-03-17 16:41:37,577483,87777416,577483,152,33,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356132.sralite.1,SRX2652357,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057550,SAMN06614997,simple,9606,Homo sapiens,GSM2543065,no,GEO,SRA546847,public,347B149A4F1255F04791B4FB64985683,49F8941BC43B122CBB51E59E6AD65CAD,
SRR5356133,2018-04-29 10:58:24,2017-03-17 16:41:22,64045,9734840,64045,152,3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356133.sralite.1,SRX2652358,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057551,SAMN06614996,simple,9606,Homo sapiens,GSM2543066,no,GEO,SRA546847,public,FEB8A40DE3160775790045649129A536,C9228E74D84671D833486A287AD04072,
SRR5356134,2018-04-29 10:58:24,2017-03-17 16:41:26,257670,39165840,257670,152,15,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356134.sralite.1,SRX2652359,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057548,SAMN06614995,simple,9606,Homo sapiens,GSM2543067,no,GEO,SRA546847,public,F390B12FE570C557802BFA63ECEF2C0A,E583C4AA4FC90B350DD58C2FB04C9E71,
SRR5356135,2018-04-29 10:58:24,2017-03-17 16:41:23,64061,9737272,64061,152,4,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356135.sralite.1,SRX2652360,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057554,SAMN06614994,simple,9606,Homo sapiens,GSM2543068,no,GEO,SRA546847,public,FDE2CFDC9AFA4DE3CA40BB98F6CD2663,07D10D2775D7C6B9BA67C5DD82FBD991,
SRR5356136,2018-04-29 10:58:24,2017-03-17 16:41:29,184402,28029104,184402,152,11,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356136.sralite.1,SRX2652361,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057555,SAMN06614993,simple,9606,Homo sapiens,GSM2543069,no,GEO,SRA546847,public,1ABA1CBCC3CAF74EC97557BF3258DD54,134B10EABBCDF120751C8A67AE75CFB1,
SRR5356137,2018-04-29 10:58:24,2017-03-17 16:41:31,317215,48216680,317215,152,19,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356137.sralite.1,SRX2652362,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057553,SAMN06614909,simple,9606,Homo sapiens,GSM2543070,no,GEO,SRA546847,public,1662EE6F8B658E6FA70D8C91FFFD7374,3477AE8C436287ECD5F1D4F340CD8E21,
SRR5356138,2018-04-29 10:58:24,2017-03-17 16:41:30,195477,29712504,195477,152,12,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356138.sralite.1,SRX2652363,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057552,SAMN06614908,simple,9606,Homo sapiens,GSM2543071,no,GEO,SRA546847,public,ECB5193FCC7F6686AC3B58344B9AE868,18271996E76C8CA1DA0F2286AC992C75,
SRR5356139,2018-04-29 10:58:24,2017-03-17 16:41:32,228754,34770608,228754,152,14,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356139.sralite.1,SRX2652364,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057558,SAMN06614907,simple,9606,Homo sapiens,GSM2543072,no,GEO,SRA546847,public,6EB2E047CBD14BF4D0E62A81770903C5,185B9212BA1D566E843752C41C93D90C,
SRR5356140,2018-04-29 10:58:24,2017-03-17 16:41:27,175216,26632832,175216,152,10,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356140.sralite.1,SRX2652365,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057557,SAMN06614906,simple,9606,Homo sapiens,GSM2543073,no,GEO,SRA546847,public,370263AEB40F3BA434171A271944A119,F84780D8D3E1256501CF65AEEE4478FD,
SRR5356141,2018-04-29 10:58:24,2017-03-17 16:41:34,288067,43786184,288067,152,18,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356141.sralite.1,SRX2652366,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057560,SAMN06614905,simple,9606,Homo sapiens,GSM2543074,no,GEO,SRA546847,public,540C203843D3D03EA7D140BF0BBBE404,86F0956E6F0985410C6390062C09F0F7,
SRR5356142,2018-04-29 10:58:24,2017-03-17 16:41:41,453287,68899624,453287,152,26,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356142.sralite.1,SRX2652367,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057556,SAMN06614904,simple,9606,Homo sapiens,GSM2543075,no,GEO,SRA546847,public,3D41C447E76CAFE3670C39B6F2FCD1DD,7DD9589346E556AB7A790330036E7D7D,
SRR5356143,2018-04-29 10:58:24,2017-03-17 16:41:30,138542,21058384,138542,152,8,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356143.sralite.1,SRX2652368,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057559,SAMN06614903,simple,9606,Homo sapiens,GSM2543076,no,GEO,SRA546847,public,CA51B5B10127D7BCD34B4BC53CF34107,D53245CE1BBCB898C25A7D40C26CFD4C,
SRR5356144,2018-04-29 10:58:24,2017-03-17 16:41:44,575596,87490592,575596,152,33,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/356/SRR5356144.sralite.1,SRX2652369,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP102089,PRJNA379613,2,379613,SRS2057561,SAMN06614902,simple,9606,Homo sapiens,GSM2543077,no,GEO,SRA546847,public,5DC18D84C71490FB3DF6EA78CA8D0AB3,8B3E0E76CBDC906BD28680AC8F59152D,
