sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_treatment_protocol_ch1,sample_growth_protocol_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_description,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_department,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,tissue,cell_type,treatment,genome_build,supplementary_files_format_and_content,biosample,sra
cd107a_liver_cd49a_plus_nk_cells_8,cDNA,Homo sapiens,SINGLE,SRA,SRR12703526,SRX9183012,CD107a_Liver_CD49a_plus_NK_cells_8,GSM4801563,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Single cell RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801563,NONE,GSE158485,0,SRX9183012,Liver,CD107a- Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253739,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183012
cd107a_liver_cd49a_plus_nk_cells_9,cDNA,Homo sapiens,SINGLE,SRA,SRR12703527,SRX9183013,CD107a_Liver_CD49a_plus_NK_cells_9,GSM4801564,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Single cell RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801564,NONE,GSE158485,0,SRX9183013,Liver,CD107a- Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253738,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183013
cd107a_plus_liver_cd49a_plus_nk_cells_1,cDNA,Homo sapiens,SINGLE,SRA,SRR12703528,SRX9183014,CD107a_plus_Liver_CD49a_plus_NK_cells_1,GSM4801565,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Single cell RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801565,NONE,GSE158485,0,SRX9183014,Liver,CD107a+ Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253737,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183014
cd107a_plus_liver_cd49a_plus_nk_cells_2,cDNA,Homo sapiens,SINGLE,SRA,SRR12703529,SRX9183015,CD107a_plus_Liver_CD49a_plus_NK_cells_2,GSM4801566,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Single cell RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801566,NONE,GSE158485,0,SRX9183015,Liver,CD107a+ Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253736,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183015
cd107a_plus_liver_cd49a_plus_nk_cells_3,cDNA,Homo sapiens,SINGLE,SRA,SRR12703530,SRX9183016,CD107a_plus_Liver_CD49a_plus_NK_cells_3,GSM4801567,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Single cell RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801567,NONE,GSE158485,0,SRX9183016,Liver,CD107a+ Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253769,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183016
cd107a_plus_liver_cd49a_plus_nk_cells_4,cDNA,Homo sapiens,SINGLE,SRA,SRR12703531,SRX9183017,CD107a_plus_Liver_CD49a_plus_NK_cells_4,GSM4801568,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Single cell RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801568,NONE,GSE158485,0,SRX9183017,Liver,CD107a+ Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253768,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183017
cd107a_plus_liver_cd49a_plus_nk_cells_5,cDNA,Homo sapiens,SINGLE,SRA,SRR12703532,SRX9183018,CD107a_plus_Liver_CD49a_plus_NK_cells_5,GSM4801569,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Single cell RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801569,NONE,GSE158485,0,SRX9183018,Liver,CD107a+ Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253767,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183018
cd107a_plus_liver_cd49a_plus_nk_cells_6,cDNA,Homo sapiens,SINGLE,SRA,SRR12703533,SRX9183019,CD107a_plus_Liver_CD49a_plus_NK_cells_6,GSM4801570,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Single cell RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801570,NONE,GSE158485,0,SRX9183019,Liver,CD107a+ Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253766,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183019
cd107a_plus_liver_cd49a_plus_nk_cells_7,cDNA,Homo sapiens,SINGLE,SRA,SRR12703534,SRX9183020,CD107a_plus_Liver_CD49a_plus_NK_cells_7,GSM4801571,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Single cell RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801571,NONE,GSE158485,0,SRX9183020,Liver,CD107a+ Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253765,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183020
cd107a_plus_liver_cd49a_plus_nk_cells_8,cDNA,Homo sapiens,SINGLE,SRA,SRR12703535,SRX9183021,CD107a_plus_Liver_CD49a_plus_NK_cells_8,GSM4801572,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Single cell RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801572,NONE,GSE158485,0,SRX9183021,Liver,CD107a+ Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253764,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183021
rna-seq_liver39_cd49a_neg_unstim,cDNA,Homo sapiens,SINGLE,SRA,SRR12703536,SRX9183022,RNA-Seq LIver39_CD49a_neg_unstim,GSM4801573,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801573,NONE,GSE158485,0,SRX9183022,Liver,Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253763,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183022
rna-seq_liver39_cd49a_pos_unstim,cDNA,Homo sapiens,SINGLE,SRA,SRR12703537,SRX9183023,RNA-Seq LIver39_CD49a_pos_unstim,GSM4801574,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801574,NONE,GSE158485,0,SRX9183023,Liver,Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253762,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183023
rna-seq_liver40_cd49a_neg_unstim,cDNA,Homo sapiens,SINGLE,SRA,SRR12703538,SRX9183024,RNA-Seq LIver40_CD49a_neg_unstim,GSM4801575,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801575,NONE,GSE158485,0,SRX9183024,Liver,Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253761,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183024
rna-seq_liver40_cd49a_pos_unstim,cDNA,Homo sapiens,SINGLE,SRA,SRR12703539,SRX9183025,RNA-Seq LIver40_CD49a_pos_unstim,GSM4801576,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801576,NONE,GSE158485,0,SRX9183025,Liver,Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253760,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183025
rna-seq_liver41_cd49a_neg_unstim,cDNA,Homo sapiens,SINGLE,SRA,SRR12703540,SRX9183026,RNA-Seq LIver41_CD49a_neg_unstim,GSM4801577,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801577,NONE,GSE158485,0,SRX9183026,Liver,Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253759,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183026
rna-seq_liver41_cd49a_pos_unstim,cDNA,Homo sapiens,SINGLE,SRA,SRR12703541,SRX9183027,RNA-Seq LIver41_CD49a_pos_unstim,GSM4801578,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801578,NONE,GSE158485,0,SRX9183027,Liver,Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253758,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183027
rna-seq_liver39_cd49a_neg_stim,cDNA,Homo sapiens,SINGLE,SRA,SRR12703542,SRX9183028,RNA-Seq LIver39_CD49a_neg_stim,GSM4801579,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801579,NONE,GSE158485,0,SRX9183028,Liver,Liver CD49a+ NK cells,Stimulated by IL2,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253757,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183028
rna-seq_liver39_cd49a_pos_stim,cDNA,Homo sapiens,SINGLE,SRA,SRR12703543,SRX9183029,RNA-Seq LIver39_CD49a_pos_stim,GSM4801580,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801580,NONE,GSE158485,0,SRX9183029,Liver,Liver CD49a+ NK cells,Stimulated by IL2,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253750,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183029
