Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,Tumor,CenterName,Submission,Consent,RunHash,ReadHash,sample_name
SRR18070436,2023-07-01 15:41:47,2022-02-23 05:11:42,136967291,12327056190,0,90,2856,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR018/18070/SRR18070436/SRR18070436.lite.1,SRX14222139,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043628,SAMN26038359,simple,9606,Homo sapiens,GSM5906315,no,GEO,SRA1374480,public,D26F99620F03DC7A64F7B3C9254E3B32,B503B9463D4B7A8B372CDEA66F663D14,
SRR18070437,2023-07-01 15:41:47,2022-02-23 05:27:35,173160622,15757616602,0,91,3584,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR018/18070/SRR18070437/SRR18070437.lite.1,SRX14222140,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043629,SAMN26038360,simple,9606,Homo sapiens,GSM5906316,no,GEO,SRA1374480,public,42C457AD602C64BE3370DBD60EF34966,A8DB6CEA4FD864EFAED33E52F24AFC4E,
SRR18070438,2023-07-01 15:41:47,2022-02-23 05:43:02,176490471,15884142390,0,90,3521,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18070/SRR18070438/SRR18070438.lite.1,SRX14222141,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043630,SAMN26038361,simple,9606,Homo sapiens,GSM5906317,no,GEO,SRA1374480,public,A0F19526FCF9C5F670163A1B906A05F9,2662F562CBE543E37F8C8ED5A8086B1A,
SRR18070439,2023-07-01 15:41:47,2022-02-23 16:17:31,268278086,24145027740,0,90,4765,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18070/SRR18070439/SRR18070439.lite.1,SRX14222142,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043631,SAMN26038362,simple,9606,Homo sapiens,GSM5906318,no,GEO,SRA1374480,public,19FDBDBB9919870E712A61953B721269,E177BA200A2AAE24269C3AA4DB832433,
SRR18070440,2023-07-01 15:41:47,2022-02-23 04:50:21,15790805,1436963255,0,91,449,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18070/SRR18070440/SRR18070440.lite.1,SRX14222143,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043632,SAMN26038363,simple,9606,Homo sapiens,GSM5906319,no,GEO,SRA1374480,public,7B413F560CA868F36D081D896DD1EF9F,4D68CAC78DBB4D0E588264251155FA1A,
SRR18070441,2023-07-01 15:41:47,2022-02-23 16:48:33,234148002,21307468182,0,91,4863,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18070/SRR18070441/SRR18070441.lite.1,SRX14222144,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043633,SAMN26038364,simple,9606,Homo sapiens,GSM5906320,no,GEO,SRA1374480,public,41E30EDA4AF6B7672F4A9EA99E7D59E3,D7D8108C81438CBF227A28A6F14D81F8,
SRR18070442,2023-07-01 15:41:47,2022-02-24 10:18:59,813116219,73458533555,0,90,20111,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18070/SRR18070442/SRR18070442.lite.1,SRX14222145,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043634,SAMN26038365,simple,9606,Homo sapiens,GSM5906321,no,GEO,SRA1374480,public,247F0C1EA4033E9722586C026597993E,9E299D6F15BA7C227270945B53E47870,
SRR18070443,2023-07-01 15:41:47,2022-02-23 07:08:56,211917446,19284487586,0,91,4277,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18070/SRR18070443/SRR18070443.lite.1,SRX14222146,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043635,SAMN26038366,simple,9606,Homo sapiens,GSM5906322,no,GEO,SRA1374480,public,2A11A13EAD4E676111495B6CE753C0D4,B48360442631E998D7EDF6CDA3CC2F09,
SRR18070444,2023-07-01 15:41:47,2022-02-24 11:56:11,667725904,60345209677,0,90,16026,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18070/SRR18070444/SRR18070444.lite.1,SRX14222147,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043636,SAMN26038367,simple,9606,Homo sapiens,GSM5906323,no,GEO,SRA1374480,public,33C954FF0C4879B7F5217EC140EBB1A4,53C51880D9B11144438408B19A455247,
SRR18070445,2023-07-01 15:41:47,2022-02-23 05:17:02,175177035,15765933150,0,90,3218,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR018/18070/SRR18070445/SRR18070445.lite.1,SRX14222148,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043637,SAMN26038368,simple,9606,Homo sapiens,GSM5906324,no,GEO,SRA1374480,public,C0D23331EFAAF24C91CBE5160ED2525A,4C10D0B9F116FA5F39A9513812926575,
SRR18070446,2023-07-01 15:41:47,2022-02-23 05:20:25,156238608,14061474720,0,90,2970,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18070/SRR18070446/SRR18070446.lite.1,SRX14222149,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043638,SAMN26038369,simple,9606,Homo sapiens,GSM5906325,no,GEO,SRA1374480,public,A01CF462C9F16253EECC07D0BEFD7364,579009D503DC5685DBB7CBD15A8E0E36,
SRR18070447,2023-07-01 15:41:47,2022-02-23 05:13:57,136238259,12397681569,0,91,2750,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18070/SRR18070447/SRR18070447.lite.1,SRX14222150,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043639,SAMN26038370,simple,9606,Homo sapiens,GSM5906326,no,GEO,SRA1374480,public,D281FD0C276354F027F62D28F071C68B,45BA2DBB5206F6C03E37390FD4BE70B5,
SRR18070448,2023-07-01 15:41:47,2022-02-23 16:13:45,246394008,22421854728,0,91,5093,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18070/SRR18070448/SRR18070448.lite.1,SRX14222151,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043640,SAMN26038371,simple,9606,Homo sapiens,GSM5906327,no,GEO,SRA1374480,public,379A413552B36DC0D89F17D4E699E267,3739C89798906E05580643A1A8BC7F4E,
SRR18070449,2023-07-01 15:41:47,2022-02-23 16:22:50,234540336,21343170576,0,91,4733,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18070/SRR18070449/SRR18070449.lite.1,SRX14222152,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043641,SAMN26038372,simple,9606,Homo sapiens,GSM5906328,no,GEO,SRA1374480,public,7164256B48A5B134A67A978AC8774ECA,232391BC3870DD6AFD357F101FA86D1F,
SRR18070450,2023-07-01 15:41:47,2022-02-23 05:11:44,131760034,11990163094,0,91,2588,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR018/18070/SRR18070450/SRR18070450.lite.1,SRX14222153,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043642,SAMN26038373,simple,9606,Homo sapiens,GSM5906329,no,GEO,SRA1374480,public,6193013197A79AF35781B63E44DBD63D,28532EDD82B43BC2429E80D23364C055,
SRR18070451,2023-07-01 15:41:47,2022-02-23 05:35:33,230932932,20783963880,0,90,3795,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR018/18070/SRR18070451/SRR18070451.lite.1,SRX14222154,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043643,SAMN26038374,simple,9606,Homo sapiens,GSM5906330,no,GEO,SRA1374480,public,2ADBC32FB10B340E8A6ECADFF96038CA,D5AF20C955C19AD4206FB2B30DA27EED,
SRR18070452,2023-07-01 15:41:47,2022-02-23 17:19:42,220441845,19984259845,0,90,4586,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18070/SRR18070452/SRR18070452.lite.1,SRX14222155,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043644,SAMN26038341,simple,9606,Homo sapiens,GSM5906331,no,GEO,SRA1374480,public,AC5DAA1C0520F352053EE70661E4408F,144C364DD3B2A3E372023DB400015A86,
SRR18070453,2023-07-01 15:41:47,2022-02-23 20:12:52,386802431,34977701902,0,90,10171,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18070/SRR18070453/SRR18070453.lite.1,SRX14222156,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043645,SAMN26038342,simple,9606,Homo sapiens,GSM5906332,no,GEO,SRA1374480,public,2246DAD62205F7214941FA19F6B72F37,DFE0F0800A77E093B6E59B4BE5522A1C,
SRR18070454,2023-07-01 15:41:47,2022-02-24 09:49:36,532759777,48092667838,0,90,12461,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18070/SRR18070454/SRR18070454.lite.1,SRX14222157,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043646,SAMN26038343,simple,9606,Homo sapiens,GSM5906333,no,GEO,SRA1374480,public,B9179CD42F537675AEEAAB42C7050870,410E021F94522942AE33117CC989B10B,
SRR18070455,2023-07-01 15:41:47,2022-02-23 16:52:09,349283007,31585280385,0,90,7106,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR018/18070/SRR18070455/SRR18070455.lite.1,SRX14222158,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043647,SAMN26038344,simple,9606,Homo sapiens,GSM5906334,no,GEO,SRA1374480,public,C7E3436F22FDDCF4D5715445A7679646,950C9CB887CAD1319B0330E462E993EA,
SRR18070456,2023-07-01 15:41:47,2022-02-24 09:19:29,442762018,40115979018,0,90,9168,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18070/SRR18070456/SRR18070456.lite.1,SRX14222159,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043648,SAMN26038345,simple,9606,Homo sapiens,GSM5906335,no,GEO,SRA1374480,public,122AE2E1427081B3AC48FC02B7F4D951,FB267193427A1F87BA4E222DE4268E81,
SRR18070457,2023-07-01 15:41:47,2022-02-23 05:20:46,181629984,16346698560,0,90,3318,GCA_000001405.29,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18070/SRR18070457/SRR18070457.lite.1,SRX14222160,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS12043649,SAMN26038346,simple,9606,Homo sapiens,GSM5906336,no,GEO,SRA1374480,public,DE9C84F0DDFCA8908C0E914E76DAF2D9,78BA5F80A8225C1629431BBCB244F485,
SRR24937822,2023-07-01 15:41:47,2023-06-15 15:56:09,112029031,10082612790,0,90,2556,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR024/24937/SRR24937822/SRR24937822.lite.1,SRX20696883,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS17990732,SAMN35759270,simple,10090,Mus musculus,GSM7493824,no,GEO,SRA1374480,public,6AB6735D05A1E7A29F86B2A4CD62266D,0AEBF40755554B9062363E9253E0A7CC,
SRR24937823,2023-07-01 15:41:47,2023-06-15 16:43:47,91159503,8204355270,0,90,2105,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR024/24937/SRR24937823/SRR24937823.lite.1,SRX20696884,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS17990739,SAMN35759271,simple,10090,Mus musculus,GSM7493825,no,GEO,SRA1374480,public,1C6A237D66F7C2EE79555EFAFE84A6B9,F9C8A3B5EA44982B146CE3498B9F4A45,
SRR24937824,2023-07-01 15:41:47,2023-06-15 16:12:05,228518516,20566666440,0,90,5015,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR024/24937/SRR24937824/SRR24937824.lite.1,SRX20696885,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS17990731,SAMN35759272,simple,10090,Mus musculus,GSM7493826,no,GEO,SRA1374480,public,ACD1297992DFC144B7B923366BEF9387,7141BFEDF662F962693B80FBD75CF33E,
SRR24937825,2023-07-01 15:41:48,2023-06-15 16:00:35,150227372,13520463480,0,90,3633,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR024/24937/SRR24937825/SRR24937825.lite.1,SRX20696886,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS17990735,SAMN35759273,simple,10090,Mus musculus,GSM7493827,no,GEO,SRA1374480,public,1F2BD19732703BBBB126C04CEEC89A8C,F6E8A63B6D51A203FA8091BE727501A9,
SRR24937826,2023-07-01 15:41:48,2023-06-15 16:00:41,296783209,26710488810,0,90,7167,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR024/24937/SRR24937826/SRR24937826.lite.1,SRX20696887,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS17990737,SAMN35759274,simple,10090,Mus musculus,GSM7493828,no,GEO,SRA1374480,public,D23574AEA46AFE7AF3FFA9C52BB3DBC4,2F19CFB9334B59D0D44FFC08773739EE,
SRR24937827,2023-07-01 15:41:48,2023-06-15 16:20:02,226342678,20370841020,0,90,5340,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR024/24937/SRR24937827/SRR24937827.lite.1,SRX20696888,OTHER,other,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP360500,PRJNA808248,3,808248,SRS17990738,SAMN35759275,simple,10090,Mus musculus,GSM7493829,no,GEO,SRA1374480,public,7D1C298E077BD37088B2E6B0EB801898,5814DDA75EE2091E76162CCC2FE36355,
