Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,download_path,Experiment,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,Tumor,CenterName,Submission,Consent,RunHash,ReadHash,sample_name
SRR13440466,2021-05-01 19:31:38,2021-01-14 21:07:21,99223989,29965644678,99223989,302,9001,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13440/SRR13440466/SRR13440466.lite.1,SRX9853881,RNA-Seq,cDNA,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP301833,PRJNA692245,3,692245,SRS8035341,SAMN17318217,simple,9606,Homo sapiens,GSM5022044,no,GEO,SRA1184176,public,D7A6C30D1EAF781017AC1B621473A5FF,CFA9D783B6A41C471D4D6D59549C0BF2,
SRR13440467,2021-05-01 19:31:38,2021-01-14 21:13:08,87394408,26393111216,87394408,302,7954,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13440/SRR13440467/SRR13440467.lite.1,SRX9853882,RNA-Seq,cDNA,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP301833,PRJNA692245,3,692245,SRS8035342,SAMN17318216,simple,9606,Homo sapiens,GSM5022045,no,GEO,SRA1184176,public,B38752243CE50EEBC24DEC0783717F35,A8363DF89D733A7E5E5CD0C14527846D,
SRR13440468,2021-05-01 19:31:38,2021-01-14 20:32:37,81428862,24591516324,81428862,302,7380,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13440/SRR13440468/SRR13440468.lite.1,SRX9853883,RNA-Seq,cDNA,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP301833,PRJNA692245,3,692245,SRS8035344,SAMN17318215,simple,9606,Homo sapiens,GSM5022046,no,GEO,SRA1184176,public,6C01A4B86A35E57338E90B4050C6C33D,13B6850D28357A263CD0F4FF80D41698,
SRR13440469,2021-05-01 19:31:38,2021-01-14 20:48:24,102238089,30875902878,102238089,302,9246,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13440/SRR13440469/SRR13440469.lite.1,SRX9853884,RNA-Seq,cDNA,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP301833,PRJNA692245,3,692245,SRS8035343,SAMN17318214,simple,9606,Homo sapiens,GSM5022047,no,GEO,SRA1184176,public,96E89C20A356B9F293E392AAC236DD96,DB617EEAFC60B68D3D32F8BABA9D0A08,
SRR13440470,2021-05-01 19:31:38,2021-01-14 20:45:04,83644228,25260556856,83644228,302,7517,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13440/SRR13440470/SRR13440470.lite.1,SRX9853885,RNA-Seq,cDNA,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP301833,PRJNA692245,3,692245,SRS8035345,SAMN17318213,simple,9606,Homo sapiens,GSM5022048,no,GEO,SRA1184176,public,D21A42360CCA89074B498F14520D8770,2241143EDB1010B3FA86DCBDBC56433B,
SRR13440471,2021-05-01 19:31:38,2021-01-14 21:10:50,90483562,27326035724,90483562,302,8297,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13440/SRR13440471/SRR13440471.lite.1,SRX9853886,RNA-Seq,cDNA,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP301833,PRJNA692245,3,692245,SRS8035346,SAMN17318212,simple,9606,Homo sapiens,GSM5022049,no,GEO,SRA1184176,public,5C3F9D0E4067A6499204AF4FEF6ED3AE,0B35FDF161DD7F461369F93F1435E207,
SRR13440472,2021-05-01 19:31:38,2021-01-14 21:07:03,82725525,24983108550,82725525,302,7749,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13440/SRR13440472/SRR13440472.lite.1,SRX9853887,RNA-Seq,cDNA,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP301833,PRJNA692245,3,692245,SRS8035347,SAMN17318211,simple,9606,Homo sapiens,GSM5022050,no,GEO,SRA1184176,public,6BB1464E7ED5DCD86080BF5B8390974A,0B68BA5B1F0D5D6FD55FEE85F37D8A47,
SRR13440473,2021-05-01 19:31:38,2021-01-14 21:03:25,100010723,30203238346,100010723,302,9052,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13440/SRR13440473/SRR13440473.lite.1,SRX9853888,RNA-Seq,cDNA,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP301833,PRJNA692245,3,692245,SRS8035348,SAMN17318210,simple,9606,Homo sapiens,GSM5022051,no,GEO,SRA1184176,public,1FA6AA5ADC1DA6FCFBEB753CB08C5246,91D6D8103F0B812E770347F764466435,
SRR13440474,2021-05-01 19:31:38,2021-01-14 21:54:20,92597529,27964453758,92597529,302,8335,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13440/SRR13440474/SRR13440474.lite.1,SRX9853889,RNA-Seq,cDNA,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP301833,PRJNA692245,3,692245,SRS8035349,SAMN17318209,simple,9606,Homo sapiens,GSM5022052,no,GEO,SRA1184176,public,89279D036C03E1A53926DF227F9DDE60,ABF04A1D29F9FA2039DFF7AE8E370260,
SRR13440475,2021-05-01 19:31:38,2021-01-14 21:08:22,97468543,29435499986,97468543,302,8886,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13440/SRR13440475/SRR13440475.lite.1,SRX9853890,RNA-Seq,cDNA,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP301833,PRJNA692245,3,692245,SRS8035350,SAMN17318208,simple,9606,Homo sapiens,GSM5022053,no,GEO,SRA1184176,public,8A66F38A050D9177F7EA5F675CADAE23,B948B09DCCC3C75968DF016FBF94B2AF,
