sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_characteristics_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_description,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_phone,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_series_id,sample_data_row_count,big_key,genome_build,supplementary_files_format_and_content,biosample,sra
4m_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873096,SRX10253504,4m_snRNAseq,GSM5138519,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, no paired snATAC data","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5138519,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138519/suppl/GSM5138519_RL2104_4m_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138519/suppl/GSM5138519_RL2104_4m_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253504,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200439,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253504
6m_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873097,SRX10253505,6m_snRNAseq,GSM5138520,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, same donor as RL2208","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5138520,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138520/suppl/GSM5138520_RL2108_6m_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138520/suppl/GSM5138520_RL2108_6m_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253505,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200438,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253505
6m_snatac,other,Homo sapiens,PAIRED,SRA,SRR13873098,SRX10253506,6m_snATAC,GSM5138521,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,genomic DNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","genomic DNA, same donor as RL2108","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM5138521,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138521/suppl/GSM5138521_RL2208_6m_snATAC_fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138521/suppl/GSM5138521_RL2208_6m_snATAC_fragments.tsv.gz.tbi.gz,GSE168408,0,SRX10253506,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200437,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253506
10m_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873099,SRX10253507,10m_snRNAseq,GSM5138522,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, same donor as RL2371","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5138522,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138522/suppl/GSM5138522_RL2122_10m_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138522/suppl/GSM5138522_RL2122_10m_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253507,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200436,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253507
10m_snatac,other,Homo sapiens,PAIRED,SRA,SRR13873100,SRX10253508,10m_snATAC,GSM5138523,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,genomic DNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","genomic DNA, same donor as RL2122","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM5138523,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138523/suppl/GSM5138523_RL2371_10m_snATAC_fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138523/suppl/GSM5138523_RL2371_10m_snATAC_fragments.tsv.gz.tbi.gz,GSE168408,0,SRX10253508,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200435,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253508
1y_a_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873101,SRX10253509,1y_a_snRNASeq,GSM5138524,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA8",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, no paired snATAC data","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5138524,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138524/suppl/GSM5138524_RL2125_1y_a_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138524/suppl/GSM5138524_RL2125_1y_a_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253509,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200466,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253509
1y_b_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873102,SRX10253510,1y_b_snRNAseq,GSM5138525,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, same donor as RL2209","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5138525,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138525/suppl/GSM5138525_RL2105_1y_b_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138525/suppl/GSM5138525_RL2105_1y_b_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253510,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200465,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253510
1y_snatac,other,Homo sapiens,PAIRED,SRA,SRR13873103,SRX10253511,1y_snATAC,GSM5138526,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,genomic DNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","genomic DNA, same donor as RL2105","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM5138526,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138526/suppl/GSM5138526_RL2209_1y_snATAC_fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138526/suppl/GSM5138526_RL2209_1y_snATAC_fragments.tsv.gz.tbi.gz,GSE168408,0,SRX10253511,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200464,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253511
2y_a_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873104,SRX10253512,2y_a_snRNAseq,GSM5138527,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA8",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, no paired snATAC data","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL21697,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,NextSeq 550,cDNA,transcriptomic,RNA-Seq,GSM5138527,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138527/suppl/GSM5138527_RL1786_2y_b_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138527/suppl/GSM5138527_RL1786_2y_b_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253512,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200463,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253512
2y_b_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873105,SRX10253513,2y_b_snRNAseq,GSM5138528,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, same donor as RL1784","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL21697,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,NextSeq 550,cDNA,transcriptomic,RNA-Seq,GSM5138528,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138528/suppl/GSM5138528_RL1613_2y_a_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138528/suppl/GSM5138528_RL1613_2y_a_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253513,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200462,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253513
2y_snatac,other,Homo sapiens,PAIRED,SRA,SRR13873106,SRX10253514,2y_snATAC,GSM5138529,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,genomic DNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","genomic DNA, same donor as RL1613","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM5138529,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138529/suppl/GSM5138529_RL1784_2y_snATAC_fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138529/suppl/GSM5138529_RL1784_2y_snATAC_fragments.tsv.gz.tbi.gz,GSE168408,0,SRX10253514,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200461,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253514
3y_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873107,SRX10253515,3y_snRNAseq,GSM5138530,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, no paired snATAC data","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5138530,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138530/suppl/GSM5138530_RL2129_3y_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138530/suppl/GSM5138530_RL2129_3y_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253515,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200460,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253515
4y_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873108,SRX10253516,4y_snRNAseq,GSM5138531,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA46",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, same donor as RL2210","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5138531,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138531/suppl/GSM5138531_RL2109_4y_snRNAseq_filtered_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138531/suppl/GSM5138531_RL2109_4y_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253516,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200459,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253516
