sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_description,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,patient,condition,tissue,tissue_source,project,raw_data_location,raw_data_id,assay,library_strategy,genome_build,supplementary_files_format_and_content,biosample
premiere3,,,,,,,PREMIERE3,GSM5554470,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554470,30-10123,Acute Kidney Injury (AKI),Kidney,Biopsy,KPMP,atlas.kpmp.org,,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207045
premiere4,,,,,,,PREMIERE4,GSM5554471,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554471,30-10125,Acute Kidney Injury (AKI),Kidney,Biopsy,KPMP,atlas.kpmp.org,,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207046
premiere5,,,,,,,PREMIERE5,GSM5554472,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554472,32-10003,Acute Kidney Injury (AKI),Kidney,Biopsy,KPMP,atlas.kpmp.org,,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207047
premiere6,,,,,,,PREMIERE6,GSM5554473,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554473,32-10034,Acute Kidney Injury (AKI),Kidney,Biopsy,KPMP,atlas.kpmp.org,,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207048
premiere7,,,,,,,PREMIERE7,GSM5554474,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554474,32-10074,Acute Kidney Injury (AKI),Kidney,Biopsy,KPMP,atlas.kpmp.org,,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207049
premiere8,,,,,,,PREMIERE8,GSM5554475,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554475,33-10005,Acute Kidney Injury (AKI),Kidney,Biopsy,KPMP,atlas.kpmp.org,,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207050
premiere9,,,,,,,PREMIERE9,GSM5554476,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554476,33-10006,Acute Kidney Injury (AKI),Kidney,Biopsy,KPMP,atlas.kpmp.org,,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207051
premiere10,,,,,,,PREMIERE10,GSM5554477,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554477,34-10050,Acute Kidney Injury (AKI),Kidney,Biopsy,KPMP,atlas.kpmp.org,,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207052
premiere11,,,,,,,PREMIERE11,GSM5554478,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554478,34-10184,Acute Kidney Injury (AKI),Kidney,Biopsy,KPMP,atlas.kpmp.org,,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207053
premiere12,,,,,,,PREMIERE12,GSM5554479,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554479,34-10187,Acute Kidney Injury (AKI),Kidney,Biopsy,KPMP,atlas.kpmp.org,,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207054
premiere13,,,,,,,PREMIERE13,GSM5554480,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554480,27-10039,Diabetic Kidney Disease (DKD),Kidney,Biopsy,KPMP,atlas.kpmp.org,,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207055
premiere14,,,,,,,PREMIERE14,GSM5554481,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554481,28-10051,Diabetic Kidney Disease (DKD),Kidney,Biopsy,KPMP,atlas.kpmp.org,,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207056
premiere15,,,,,,,PREMIERE15,GSM5554482,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554482,29-10006,Diabetic Kidney Disease (DKD),Kidney,Biopsy,KPMP,atlas.kpmp.org,,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207057
premiere16,,,,,,,PREMIERE16,GSM5554483,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554483,29-10006,Diabetic Kidney Disease (DKD),Kidney,Biopsy,KPMP,atlas.kpmp.org,,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207058
premiere17,,,,,,,PREMIERE17,GSM5554484,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554484,29-10006,Diabetic Kidney Disease (DKD),Kidney,Biopsy,KPMP,atlas.kpmp.org,,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207059
premiere18,,,,,,,PREMIERE18,GSM5554485,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554485,29-10010,Diabetic Kidney Disease (DKD),Kidney,Biopsy,KPMP,atlas.kpmp.org,,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207060
